"ID2009","Candidate","State","Constituency_No2009","Position2009","Sex","Party2009","Constituency_Name2009","Vote_Share_Percentage2009","Margin_Percentage2009","ReNominated","ID2014","Candidate2014","Constituency_No2014","Position2014","Party2014","Constituency_Name2014","Vote_Share_Percentage2014","Margin_Percentage2014","PostGraduate","CriminalCase","Moveable","Immoveable"
1004,"VIJAY GOEL","Delhi",4,2,"M","BJP","NEW DELHI",35.04,32.12,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.5e+07,20300000
1005,"KRISHNA TIRATH","Delhi",5,1,"F","INC","NORTH WEST  DELHI",56.84,21.51,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9146350,1.2e+07
1005,"MEERA KANWARIA","Delhi",5,2,"F","BJP","NORTH WEST  DELHI",35.33,30.13,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2869016,4435000
1006,"MAHABAL MISHRA","Delhi",6,1,"M","INC","WEST  DELHI",54.32,14.6,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17700000,43500000
1006,"PROF. JAGDISH MUKHI","Delhi",6,2,"M","BJP","WEST  DELHI",39.72,35.63,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,18900000,3085710
1007,"RAMESH KUMAR","Delhi",7,1,"M","INC","SOUTH DELHI",49.27,12.75,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1345997,45500000
1007,"RAMESH BIDHURI","Delhi",7,2,"M","BJP","SOUTH DELHI",36.52,24.47,1,1007,"RAMESH BIDHURI",7,1,"BJP","SOUTH DELHI",45.17,9.71,0,0,5391155,24500000
1101,"SHRIPAD YESSO NAIK","Goa",1,1,"M","BJP","NORTH GOA",47.12,2.17,1,1101,"SHRIPAD YESSO NAIK",1,1,"BJP","NORTH GOA",58.51,25.97,0,0,4431462,5450000
1101,"JITENDRA RAGHURAJ DESHPRABHU","Goa",1,2,"M","NCP","NORTH GOA",44.94,41.98,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,57300000,2.8e+08
1102,"COSME FRANCISCO CAITANO SARDINHA","Goa",2,1,"M","INC","SOUTH GOA",46.88,4.6,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5991400,20500000
1102,"ADV. NARENDRA KESHAV SAWAIKAR","Goa",2,2,"M","BJP","SOUTH GOA",42.28,36.13,1,1102,"ADV. NARENDRA KESHAV SAWAIKAR",2,1,"BJP","SOUTH GOA",48.44,7.88,1,0,1342623,2036000
1201,"JAT POONAMBEN VELJIBHAI","Gujarat",1,1,"F","BJP","KACHCHH",50.58,12.65,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,38376,485750
1201,"DANICHA VALJIBHAI PUNAMCHANDRA","Gujarat",1,2,"M","INC","KACHCHH",37.94,35.12,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,886256,1e+05
1202,"GADHVI MUKESHKUMAR BHEIRAVDANJI","Gujarat",2,1,"M","INC","BANASKANTHA",44.78,1.59,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9978996,11100000
1202,"CHAUDHARY HARIBHAI PARATHIBHAI","Gujarat",2,2,"M","BJP","BANASKANTHA",43.19,40.01,1,1202,"CHAUDHARY HARIBHAI PARTHIBHAI",2,1,"BJP","BANASKANTHA",57.28,22.82,1,0,6308587,12100000
1203,"JAGDISH THAKOR","Gujarat",3,1,"M","INC","PATAN",44.82,2.92,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2334298,2025000
1203,"RATHOD BHAVSINHBHAI DAHYABHAI","Gujarat",3,2,"M","BJP","PATAN",41.9,38.96,1,1203,"RATHOD BHAVSINHBHAI DAHYABHAI",3,2,"INC","PATAN",39.74,38.48,0,0,5e+05,3675000
1204,"PATEL JAYSHREEBEN KANUBHAI","Gujarat",4,1,"F","BJP","MAHESANA",48.31,3.16,1,1204,"PATEL JAYSHREEBEN KANUBHAI",4,1,"BJP","MAHESANA",57.78,20.8,0,0,626155,2750000
1204,"PATEL JIVABHAI AMBALAL","Gujarat",4,2,"M","INC","MAHESANA",45.15,43.41,1,1204,"PATEL JIVABHAI AMBALAL",4,2,"INC","MAHESANA",36.98,35.82,0,0,32700000,4783000
1205,"CHAUHAN MAHENDRASINH","Gujarat",5,1,"M","BJP","SABARKANTHA",47.02,2.39,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,389000,5e+05
1205,"MISTRY MADHUSUDAN","Gujarat",5,2,"M","INC","SABARKANTHA",44.63,40.71,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4892521,4114000
1206,"L.K.ADVANI","Gujarat",6,1,"M","BJP","GANDHINAGAR",54.89,15.4,1,1206,"L.K.ADVANI",6,1,"BJP","GANDHINAGAR",68.12,42.55,1,1,1.2e+07,23500000
1206,"PATEL SURESHKUMAR CHATURDAS (SURESH PATEL)","Gujarat",6,2,"M","INC","GANDHINAGAR",39.49,38.32,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5048992,21900000
1207,"HARIN PATHAK","Gujarat",7,1,"M","BJP","AHMEDABAD EAST",53.37,14.41,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2515887,5552300
1207,"BABARIA DIPAKBHAI RATILAL","Gujarat",7,2,"M","INC","AHMEDABAD EAST",38.97,37.46,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,29300000,NA
1208,"DR. SOLANKI KIRITBHAI PREMAJIBHAI","Gujarat",8,1,"M","BJP","AHMEDABAD WEST",54.61,13.21,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3122439,2.3e+07
1208,"PARMAR SHAILESH MANHARLAL","Gujarat",8,2,"M","INC","AHMEDABAD WEST",41.4,40.18,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1115000,6350000
1209,"KOLI PATEL SOMABHAI GANDALAL","Gujarat",9,1,"M","INC","SURENDRANAGAR",42.25,0.82,1,1209,"KOLI PATEL SOMABHAI GANDALAL",9,2,"INC","SURENDRANAGAR",34.52,32.98,0,0,1233989,16200000
1209,"MER LALJIBHAI CHATURBHAI","Gujarat",9,2,"M","BJP","SURENDRANAGAR",41.42,35.97,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4379365,11800000
12010,"KUVARJIBHAI MOHANBHAI BAVALIA","Gujarat",10,1,"M","INC","RAJKOT",47.34,3.81,1,12010,"KUNVARJIBHAI MOHANBHAI BAVALIYA",10,2,"INC","RAJKOT",35.48,33.76,0,1,987667,2900000
12010,"KIRANKUMAR VALJIBHAI BHALODIA (PATEL)","Gujarat",10,2,"M","BJP","RAJKOT",43.54,41.28,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39100000,28700000
12011,"RADADIYA VITTHALBHAI HANSRAJBHAI","Gujarat",11,1,"M","INC","PORBANDAR",49.87,5.98,1,12011,"RADADIYA VITHALBHAI  HANSRAJBHAI",11,1,"BJP","PORBANDAR",62.81,33.11,0,1,5172583,15900000
12011,"KHACHARIYA MANSUKHBHAI SHAMJIBHAI","Gujarat",11,2,"M","BJP","PORBANDAR",43.89,41.66,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6213698,39900000
12012,"AHIR VIKRAMBHAI ARJANBHAI MADAM","Gujarat",12,1,"M","INC","JAMNAGAR",47.33,4.44,1,12012,"AHIR VIKRAMBHAI ARJANBHAI MADAM",12,2,"INC","JAMNAGAR",36.25,35.25,0,0,2590109,13500000
12012,"MUNGRA RAMESHBHAI DEVRAJBHAI","Gujarat",12,2,"M","BJP","JAMNAGAR",42.89,40.87,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,604878,1850000
12013,"SOLANKI DINUBHAI BOGHABHAI","Gujarat",13,1,"M","BJP","JUNAGADH",46.75,1.81,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3938165,15600000
12013,"BARAD JASHUBHAI DHANABHAI","Gujarat",13,2,"M","INC","JUNAGADH",44.94,41.88,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7654280,17600000
12014,"KACHHADIA NARANBHAI","Gujarat",14,1,"M","BJP","AMRELI",47.21,7.11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1147282,3601000
12014,"NILABEN VIRJIBHAI THUMMAR","Gujarat",14,2,"F","INC","AMRELI",40.1,37.21,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5839868,7763600
12015,"RAJENDRASINH GHANSHYAMSINH RANA (RAJUBHAI RANA)","Gujarat",15,1,"M","BJP","BHAVNAGAR",34.23,0.95,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2444040,3e+06
12015,"GOHILMAHAVIRSINHBHAGIRATHSINH","Gujarat",15,2,"M","INC","BHAVNAGAR",33.29,8.17,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13900000,750000
12015,"ZADAFIA GORDHANBHAI PRAGJIBHAI","Gujarat",15,3,"M","MJP","BHAVNAGAR",25.12,23.15,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1178843,7012900
12016,"SOLANKI BHARATBHAI MADHAVSINH","Gujarat",16,1,"M","INC","ANAND",51.57,9.96,1,12016,"SOLANKI BHARATBHAI MADHAVSINH",16,2,"INC","ANAND",44.02,42.28,0,0,3944596,9803000
12016,"PATEL DIPAKBHAI CHIMANBHAI","Gujarat",16,2,"M","BJP","ANAND",41.61,39.14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,919907,NA
12017,"DINSHA PATEL","Gujarat",17,1,"M","INC","KHEDA",47.12,0.14,1,12017,"DINSHA PATEL",17,2,"INC","KHEDA",35.08,32.95,0,0,25200000,2450000
12017,"CHAUHAN DEVUSINH JESINGBHAI","Gujarat",17,2,"M","BJP","KHEDA",46.98,44.69,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,616791,NA
12018,"CHAUHAN PRABHATSINH PRATAPSINH","Gujarat",18,1,"M","BJP","PANCHMAHAL",46.5,0.34,1,12018,"CHAUHAN PRABHATSINH PRATAPSINH",18,1,"BJP","PANCHMAHAL",54.45,18.28,0,1,1189000,3820000
12018,"VAGHELA SHANKARSINH LAXMANSINH","Gujarat",18,2,"M","INC","PANCHMAHAL",46.15,42.26,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4e+07,12800000
12019,"DR. PRABHA KISHOR TAVIAD","Gujarat",19,1,"F","INC","DAHOD",46.89,10.95,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1832047,5550000
12019,"DAMOR SOMJIBHAI PUNJABHAI","Gujarat",19,2,"M","BJP","DAHOD",35.94,30.38,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,595778,9760521
12020,"BALKRISHNA  KHANDERAO SHUKLA (BALU SHUKLA)","Gujarat",20,1,"M","BJP","VADODARA",57.4,18.21,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
12020,"GAEKWAD SATYAJITSINH DULIPSINH","Gujarat",20,2,"M","INC","VADODARA",39.19,37.87,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4864000,3.5e+07
12021,"RATHWA RAMSINGBHAI PATALBHAI","Gujarat",21,1,"M","BJP","CHHOTA UDAIPUR",46.2,3.53,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2344523,9411925
12021,"RATHWA NARANBHAI JEMLABHAI","Gujarat",21,2,"M","INC","CHHOTA UDAIPUR",42.67,36.93,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9578621,6470000
12022,"MANSUKHBHAI DHANJIBHAI VASAVA","Gujarat",22,1,"M","BJP","BHARUCH",41.5,3.63,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,951000,7e+06
12022,"UMERJI AHMED UGHARATDAR (AZIZ TANKARVI)","Gujarat",22,2,"M","INC","BHARUCH",37.87,29.37,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,77000,950000
12023,"CHAUDHARI TUSHARBHAI AMRASINHBHAI","Gujarat",23,1,"M","INC","BARDOLI",47.86,7.08,1,12023,"CHAUDHARI TUSHARBHAI AMARSINHBHAI",23,2,"INC","BARDOLI",41.36,39.7,1,0,1352161,720000
12023,"VASAVA RITESHKUMAR AMARSINH","Gujarat",23,2,"M","BJP","BARDOLI",40.77,37.62,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,108084,350000
12024,"SHRIMATI DARSHANA VIKRAM JARDOSH","Gujarat",24,1,"F","BJP","SURAT",52.45,10.75,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1950509,7230000
12024,"GAJERA DHIRUBHAI HARIBHAI","Gujarat",24,2,"M","INC","SURAT",41.7,39.47,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5390411,35200000
12025,"C. R. PATIL","Gujarat",25,1,"M","BJP","NAVSARI",55.89,17.51,1,12025,"C. R. PATIL",25,1,"BJP","NAVSARI",70.72,48.08,0,1,55400000,1.96e+08
12025,"DHANSUKH RAJPUT","Gujarat",25,2,"M","INC","NAVSARI",38.38,36.69,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2697256,90000
12026,"KISHANBHAI VESTABHAI PATEL","Gujarat",26,1,"M","INC","VALSAD",46.2,0.93,1,12026,"KISHANBHAI  VESTABHAI PATEL",26,2,"INC","VALSAD",36.51,34.14,0,0,1720244,NA
12026,"PATEL DHIRUBHAI CHHAGANBHAI (DR. D.C.PATEL)","Gujarat",26,2,"M","BJP","VALSAD",45.27,41.73,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7207048,5740000
1301,"SELJA","Haryana",1,1,"F","INC","AMBALA",37.19,1.68,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,5677187,21800000
1301,"RATTAN LAL KATARIA","Haryana",1,2,"M","BJP","AMBALA",35.5,13.74,1,1301,"RATTAN LAL KATARIA",1,1,"BJP","AMBALA",50.22,27.9,1,0,1083660,17500000
1301,"CHANDER PAL","Haryana",1,3,"M","BSP","AMBALA",21.76,18.22,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1133307,13200000
1302,"NAVEEN JINDAL","Haryana",2,1,"M","INC","KURUKSHETRA",45.37,13.56,1,1302,"NAVEEN JINDAL",2,3,"INC","KURUKSHETRA",25.33,19.26,1,0,1.23e+09,57200000
1302,"ASHOK KUMAR ARORA","Haryana",2,2,"M","INLD","KURUKSHETRA",31.81,14.53,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6623610,4800000
1303,"ASHOK TANWAR","Haryana",3,1,"M","INC","SIRSA",42.35,3.62,1,1303,"ASHOK TANWAR",3,2,"INC","SIRSA",30.54,11.69,1,1,5370857,21900000
1303,"DR. SITA RAM","Haryana",3,2,"M","INLD","SIRSA",38.74,30.99,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12500000,11800000
1304,"BHAJAN LAL S/O KHERAJ","Haryana",4,1,"M","HJCBL","HISAR",29.99,0.84,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20200000,44900000
1304,"SAMPAT SINGH","Haryana",4,2,"M","INLD","HISAR",29.15,4.46,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,5506789,37800000
1304,"JAI PARKASH","Haryana",4,3,"M","INC","HISAR",24.69,13.79,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,958644,950000
1305,"ARVIND KUMAR SHARMA","Haryana",5,1,"M","INC","KARNAL",37.57,9.41,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,11500000,7600000
1305,"MARATHA VIRENDER VERMA","Haryana",5,2,"M","BSP","KARNAL",28.16,5.29,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8200000,14500000
1305,"I.D.SWAMI","Haryana",5,3,"M","BJP","KARNAL",22.86,16.79,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2165800,7100000
1306,"JITENDER SINGH","Haryana",6,1,"M","INC","SONIPAT",47.57,22.64,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2276080,1
1306,"KISHAN SINGH SANGWAN","Haryana",6,2,"M","BJP","SONIPAT",24.92,9.08,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1756702,14400000
1307,"DEEPENDER SINGH","Haryana",7,1,"M","INC","ROHTAK",69.98,53.32,1,1307,"DEEPENDER SINGH HOODA",7,1,"INC","ROHTAK",46.93,16.34,1,0,23300000,45800000
1308,"SHRUTI CHOUDHRY","Haryana",8,1,"F","INC","BHIWANI-MAHENDRAGARH",35.03,6.43,1,1308,"SHRUTI CHOUDHRY",8,3,"INC","BHIWANI-MAHENDRAGARH",26.02,23.32,1,0,68200000,1.01e+08
1308,"AJAY SINGH CHAUTALA","Haryana",8,2,"M","INLD","BHIWANI-MAHENDRAGARH",28.6,3.83,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,60500000,2.45e+08
1308,"NARENDER SINGH","Haryana",8,3,"M","HJCBL","BHIWANI-MAHENDRAGARH",24.78,17.67,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,14500000,4270000
1309,"INDERJIT SINGH","Haryana",9,1,"M","INC","GURGAON",36.83,11.22,1,1309,"INDERJIT SINGH RAO",9,1,"BJP","GURGAON",48.82,20.8,1,0,20800000,46600000
1309,"ZAKIR HUSSAIN","Haryana",9,2,"M","BSP","GURGAON",25.61,8.97,1,1309,"ZAKIR HUSSAIN",9,2,"INLD","GURGAON",28.02,17.9,1,0,5154310,1.7e+07
13010,"AVTAR SINGH BHADANA","Haryana",10,1,"M","INC","FARIDABAD",41.26,10.91,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7573585,35300000
13010,"RAMCHANDER BAINDA","Haryana",10,2,"M","BJP","FARIDABAD",30.35,12.19,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20200000,3e+07
1401,"DR. RAJAN SUSHANT","Himachal_Pradesh",1,1,"M","BJP","KANGRA",48.69,3.14,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2268584,3634000
1401,"CHANDER KUMAR","Himachal_Pradesh",1,2,"M","INC","KANGRA",45.55,43.62,1,1401,"CHANDER KUMAR",1,2,"INC","KANGRA",35.79,32.73,1,0,28200000,9715509
1402,"VIRBHADRA SINGH","Himachal_Pradesh",2,1,"M","INC","MANDI",47.82,1.96,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,40100000,1.87e+08
1402,"MAHESHWAR SINGH","Himachal_Pradesh",2,2,"M","BJP","MANDI",45.86,42.96,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3481060,19200000
1403,"ANURAG SINGH THAKUR","Himachal_Pradesh",3,1,"M","BJP","HAMIRPUR",53.47,10.41,1,1403,"ANURAG SINGH THAKUR",3,1,"BJP","HAMIRPUR",53.64,11.78,0,0,9.66e+08,7.77e+08
1403,"NARINDER THAKUR","Himachal_Pradesh",3,2,"M","INC","HAMIRPUR",43.06,41.37,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2218000,4900000
1404,"VIRENDER KASHYAP","Himachal_Pradesh",4,1,"M","BJP","SHIMLA",50.42,4.43,1,1404,"VIRENDER KASHYAP",4,1,"BJP","SHIMLA",52.32,11.41,1,0,NA,9882216
1404,"DHANI RAM SHANDIL","Himachal_Pradesh",4,2,"M","INC","SHIMLA",45.99,44.67,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6715299,30100000
1501,"SHARIEF UD DIN SHARIQ","Jammu_&_Kashmir",1,1,"M","JKN","BARAMULLA",46.01,14.69,1,1501,"SHARIEF UD-DIN SHARIQ",1,2,"JKN","BARAMULLA",31.34,16.07,1,0,1955000,9e+06
1501,"MOHAMMAD DILAWAR MIR","Jammu_&_Kashmir",1,2,"M","JKPDP","BARAMULLA",31.32,16.5,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1650000,18500000
1502,"FAROOQ ABDULLAH","Jammu_&_Kashmir",2,1,"M","JKN","SRINAGAR",52,10.7,1,1502,"FAROOQ ABDULLAH",2,2,"JKN","SRINAGAR",37.04,31.9,1,0,1543146,96300000
1502,"IFTIKHAR HUSSAIN ANSARI","Jammu_&_Kashmir",2,2,"M","JKPDP","SRINAGAR",41.3,39.7,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1423700,2.18e+08
1503,"MIRZA MEHBOOB BEG","Jammu_&_Kashmir",3,1,"M","JKN","ANANTNAG",46.53,1.64,1,1503,"MIRZA MEHBOOB BEG",3,2,"JKN","ANANTNAG",35.98,34.02,1,0,1350000,3500000
1503,"PEER MOHD HUSSAIN","Jammu_&_Kashmir",3,2,"M","JKPDP","ANANTNAG",44.9,43.02,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1810000,1
1504,"HASSAN KHAN","Jammu_&_Kashmir",4,1,"M","IND","LADAKH",29.84,3.36,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1565000,2500000
1504,"PHUNTSOG NAMGYAL","Jammu_&_Kashmir",4,2,"M","INC","LADAKH",26.48,4.12,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1504,"ASGAR ALI KARBALAIE","Jammu_&_Kashmir",4,3,"M","IND","LADAKH",22.36,1.63,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,455000,NA
1504,"THINLESS ANGMO","Jammu_&_Kashmir",4,4,"F","IND","LADAKH",20.73,20.15,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1505,"CH. LAL SINGH","Jammu_&_Kashmir",5,1,"M","INC","UDHAMPUR",37.9,2.19,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,789378,1e+06
1505,"DR. NIRMAL SINGH","Jammu_&_Kashmir",5,2,"M","BJP","UDHAMPUR",35.71,24.36,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2189900,995000
1506,"MADAN LAL SHARMA","Jammu_&_Kashmir",6,1,"M","INC","JAMMU",45.33,14.39,1,1506,"MADAN LAL SHARMA",6,2,"INC","JAMMU",28.93,15.49,0,1,4482734,3900000
1506,"LILA KARAN SHARMA","Jammu_&_Kashmir",6,2,"M","BJP","JAMMU",30.94,19.83,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3579407,9870000
1601,"DEVIDHAN BESRA","Jharkhand",1,1,"M","BJP","RAJMAHAL",26.12,1.39,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,957102,3980000
1601,"HEMLAL MURMU","Jharkhand",1,2,"M","JMM","RAJMAHAL",24.73,3.78,1,1601,"HEMLAL MURMU",1,2,"BJP","RAJMAHAL",35.54,25.31,0,0,6611168,4402239
1601,"THOMAS HASDA","Jharkhand",1,3,"M","RJD","RAJMAHAL",20.95,11.95,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1462181,5770000
1602,"SHIBU SOREN","Jharkhand",2,1,"M","JMM","DUMKA",33.52,3.02,1,1602,"SHIBU SOREN",2,1,"JMM","DUMKA",37.19,4.32,0,1,NA,NA
1602,"SUNIL SOREN","Jharkhand",2,2,"M","BJP","DUMKA",30.5,20.12,1,1602,"SUNIL SOREN",2,2,"BJP","DUMKA",32.86,15.35,0,0,1071472,5e+05
1603,"NISHIKANT DUBEY","Jharkhand",3,1,"M","BJP","GODDA",23.76,0.8,1,1603,"NISHIKANT DUBEY",3,1,"BJP","GODDA",36.26,5.78,1,0,20100000,86100000
1603,"FURKAN ANSARI","Jharkhand",3,2,"M","INC","GODDA",22.96,0.78,1,1603,"FURKAN ANSARI",3,2,"INC","GODDA",30.48,12.04,0,1,1452000,2600000
1603,"PRADEEP YADAV","Jharkhand",3,3,"M","JVM","GODDA",22.18,12.26,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1604,"INDER SINGH NAMDHARI","Jharkhand",4,1,"M","IND","CHATRA",22.86,3.41,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3246207,17600000
1605,"BABULAL MARANDI","Jharkhand",5,1,"M","JVM","KODARMA",25.55,6.22,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,837675,1300000
1606,"RAVINDRA KUMAR PANDEY","Jharkhand",6,1,"M","BJP","GIRIDIH",37.7,15.3,1,1606,"RAVINDRA KUMAR PANDEY",6,1,"BJP","GIRIDIH",40.4,4.16,0,0,NA,NA
1606,"TEKLAL MAHTO","Jharkhand",6,2,"M","JMM","GIRIDIH",22.4,1.93,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2662119,6e+06
1606,"SABA AHMAD","Jharkhand",6,3,"M","JVM","GIRIDIH",20.47,16,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,270000,1800000
1607,"PASHUPATI NATH SINGH","Jharkhand",7,1,"M","BJP","DHANBAD",32.03,7.14,1,1607,"PASHUPATI NATH SINGH",7,1,"BJP","DHANBAD",47.51,25.61,0,0,1573645,2604671
1607,"CHANDRASHEKHAR DUBEY","Jharkhand",7,2,"M","INC","DHANBAD",24.89,8.61,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1681846,NA
1608,"SUBODH KANT SAHAY","Jharkhand",8,1,"M","INC","RANCHI",42.88,1.84,1,1608,"SUBODH KANT SAHAY",8,2,"INC","RANCHI",23.76,10.18,0,0,20300000,1.6e+07
1608,"RAM TAHAL CHOUDHARY","Jharkhand",8,2,"M","BJP","RANCHI",41.04,36.68,1,1608,"RAM TAHAL CHOUDHARY",8,1,"BJP","RANCHI",42.74,18.99,0,0,2225395,2280195
1609,"ARJUN MUNDA","Jharkhand",9,1,"M","BJP","JAMSHEDPUR",45.3,16.96,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,11400000,1336000
1609,"SUMAN MAHATO","Jharkhand",9,2,"F","JMM","JAMSHEDPUR",28.34,17.13,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2154653,3150000
16010,"MADHU KORA","Jharkhand",10,1,"M","IND","SINGHBHUM",44.29,15.46,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.09e+08,426090
16010,"BARKUWAR GAGRAI","Jharkhand",10,2,"M","BJP","SINGHBHUM",28.82,12.34,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
16011,"KARIA MUNDA","Jharkhand",11,1,"M","BJP","KHUNTI",41.19,15.71,1,16011,"KARIA MUNDA",11,1,"BJP","KHUNTI",36.53,12.52,0,0,16600000,4500000
16011,"NEIL TIRKEY","Jharkhand",11,2,"M","INC","KHUNTI",25.48,9.02,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2786205,1740000
16012,"SUDARSHAN BHAGAT","Jharkhand",12,1,"M","BJP","LOHARDAGA",27.69,1.59,1,16012,"SUDARSHAN BHAGAT",12,1,"BJP","LOHARDAGA",34.79,1,0,0,1891168,2085000
16012,"CHAMRA LINDA","Jharkhand",12,2,"M","IND","LOHARDAGA",26.1,1.29,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,330000,NA
16012,"RAMESHWAR ORAON","Jharkhand",12,3,"M","INC","LOHARDAGA",24.81,18.65,1,16012,"RAMESHWAR ORAON",12,2,"INC","LOHARDAGA",33.8,15.63,1,0,281379,17300000
16013,"KAMESHWAR BAITHA","Jharkhand",13,1,"M","JMM","PALAMAU",25.8,3.61,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,470000,4e+05
16013,"GHURAN RAM","Jharkhand",13,2,"M","RJD","PALAMAU",22.18,8.33,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2106873,2329000
16014,"YASHWANT SINHA","Jharkhand",14,1,"M","BJP","HAZARIBAGH",31.81,5.81,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4897581,NA
16014,"SAURABH NARAIN SINGH","Jharkhand",14,2,"M","INC","HAZARIBAGH",26,13.43,1,16014,"SAURABH NARAIN SINGH",14,2,"INC","HAZARIBAGH",25.62,9.47,0,0,NA,NA
