"ID2009","Candidate","State","Constituency_No2009","Position2009","Sex","Party2009","Constituency_Name2009","Vote_Share_Percentage2009","Margin_Percentage2009","ReNominated","ID2014","Candidate2014","Constituency_No2014","Position2014","Party2014","Constituency_Name2014","Vote_Share_Percentage2014","Margin_Percentage2014","PostGraduate","CriminalCase","Moveable","Immoveable"
1701,"KATTI RAMESH VISHWANATH","Karnataka",1,1,"M","BJP","CHIKKODI",50.48,6.37,1,1701,"KATTI RAMESH VISHWANATH",1,2,"BJP","CHIKKODI",44.01,40.02,0,0,14100000,14400000
1701,"PRAKASH BABANNA HUKKERI","Karnataka",1,2,"M","INC","CHIKKODI",44.11,41.83,1,1701,"PRAKASH BABANNA HUKKERI",1,1,"INC","CHIKKODI",44.29,0.28,0,0,2088165,15400000
1702,"ANGADI SURESH CHANNABASAPPA","Karnataka",2,1,"M","BJP","BELGAUM",50.93,15.73,1,1702,"ANGADI SURESH CHANNABASAPPA",2,1,"BJP","BELGAUM",51.4,7.03,1,0,3.5e+07,NA
1702,"AMARSINH VASANTRAO PATIL","Karnataka",2,2,"M","INC","BELGAUM",35.2,26.11,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4059577,NA
1703,"GADDIGOUDAR P.C.","Karnataka",3,1,"M","BJP","BAGALKOT",48.06,4.12,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1450000,15300000
1703,"J.T.PATIL","Karnataka",3,2,"M","INC","BAGALKOT",43.94,42.38,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8803716,16100000
1704,"RAMESH CHANDAPPA JIGAJINAGI","Karnataka",4,1,"M","BJP","BIJAPUR",47.56,6.53,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1899725,NA
1704,"PRAKASH KUBASING RATHOD","Karnataka",4,2,"M","INC","BIJAPUR",41.03,35.92,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,8059588,NA
1705,"MALLIKARJUN KHARGE","Karnataka",5,1,"M","INC","GULBARGA",45.46,1.77,1,1705,"MALLIKARJUN KHARGE",5,1,"INC","GULBARGA",50.84,7.49,1,0,13200000,60500000
1705,"REVUNAIK BELAMGI","Karnataka",5,2,"M","BJP","GULBARGA",43.7,40.13,1,1705,"REVUNAIK BELAMAGI",5,2,"BJP","GULBARGA",43.35,41.78,0,0,NA,NA
1706,"PAKKIRAPPA.S.","Karnataka",6,1,"M","BJP","RAICHUR",46.38,4.49,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2750720,5085510
1706,"RAJA VENKATAPPA NAIK","Karnataka",6,2,"M","INC","RAICHUR",41.89,37.59,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1707,"N.DHARAM SINGH","Karnataka",7,1,"M","INC","BIDAR",43.37,5.08,1,1707,"N. DHARAM SINGH",7,2,"INC","BIDAR",38.26,32.14,1,1,NA,NA
1707,"GURUPADAPPA NAGMARPALLI","Karnataka",7,2,"M","BJP","BIDAR",38.29,31.96,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50000,NA
1708,"SHIVARAMAGOUDA SHIVANAGOUDA","Karnataka",8,1,"M","BJP","KOPPAL",38.65,10.84,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2212378,NA
1708,"BASAVARAJ RAYAREDDY","Karnataka",8,2,"M","INC","KOPPAL",27.81,3.91,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,7529000,NA
1708,"ANSARI IQBAL","Karnataka",8,3,"M","JD(S)","KOPPAL",23.9,22.33,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,30600000,NA
1709,"J. SHANTHA","Karnataka",9,1,"F","BJP","BELLARY",46.72,0.26,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,44100000,2500000
1709,"N.Y. HANUMANTHAPPA","Karnataka",9,2,"M","INC","BELLARY",46.46,44.58,1,1709,"N.Y. HANUMANTAPPA",9,2,"INC","BELLARY",42.96,41.75,1,0,4e+05,1525000
17010,"UDASI SHIVKUMAR CHANABASAPPA","Karnataka",10,1,"M","BJP","HAVERI",49.33,10.08,1,17010,"UDASI SHIVAKUMAR CHANNABASAPPA",10,1,"BJP","HAVERI",50.79,7.85,0,0,2.32e+08,1.65e+08
17010,"SALEEM AHAMED","Karnataka",10,2,"M","INC","HAVERI",39.25,34.02,1,17010,"SALEEM  AHMED",10,2,"INC","HAVERI",42.94,41.54,0,0,NA,NA
17011,"PRALHAD JOSHI","Karnataka",11,1,"M","BJP","DHARWAD",55.97,17.25,1,17011,"PRALHAD JOSHI",11,1,"BJP","DHARWAD",52.38,10.92,0,0,3045404,4492935
17011,"KUNNUR MANJUNATH CHANNAPPA","Karnataka",11,2,"M","INC","DHARWAD",38.73,37.83,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1597354,NA
17012,"ANANTKUMAR HEGDE","Karnataka",12,1,"M","BJP","UTTARA KANNADA",44.63,2.99,1,17012,"ANANTKUMAR HEGDE",12,1,"BJP","UTTARA KANNADA",54.64,14.06,0,1,277211,NA
17012,"ALVA MARGARET","Karnataka",12,2,"F","INC","UTTARA KANNADA",41.63,35.21,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,15500000,3.3e+07
17013,"G.M. SIDDESWARA","Karnataka",13,1,"M","BJP","DAVANAGERE",46.67,0.22,1,17013,"G M SIDDESHWARA",13,1,"BJP","DAVANAGERE",46.54,1.58,0,0,NA,NA
17013,"S.S. MALLIKARJUNA","Karnataka",13,2,"M","INC","DAVANAGERE",46.45,45.29,1,17013,"S.S. MALLIKARJUN",13,2,"INC","DAVANAGERE",44.96,40.76,0,0,1.7e+08,2.1e+08
17014,"B.Y. RAGHAVENDRA","Karnataka",14,1,"M","BJP","SHIMOGA",50.58,5.54,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3299093,62500000
17014,"S. BANGARAPPA","Karnataka",14,2,"M","INC","SHIMOGA",45.04,43.91,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2198691,NA
17015,"D.V.SADANANDA GOWDA","Karnataka",15,1,"M","BJP","UDUPI CHIKMAGALUR",48.09,3.24,1,17024,"D.V SADANANDA GOWDA",24,1,"BJP","BANGALORE NORTH",52.95,16.94,1,0,2987964,11200000
17015,"K.JAYAPRAKASH HEGDE","Karnataka",15,2,"M","INC","UDUPI CHIKMAGALUR",44.86,41.86,1,17015,"K JAYAPRAKASH HEGDE",15,2,"INC","UDUPI CHIKMAGALUR",38.63,37.19,1,0,2297604,21900000
17016,"H. D. DEVEGOWDA","Karnataka",16,1,"M","JD(S)","HASSAN",50.64,29.69,1,17016,"H.D. DEVEGOWDA",16,1,"JD(S)","HASSAN",44.44,8.76,0,0,6318662,13300000
17016,"K. H. HANUME GOWDA","Karnataka",16,2,"M","BJP","HASSAN",20.94,0.43,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1272000,7600000
17016,"B. SHIVARAMU","Karnataka",16,3,"M","INC","HASSAN",20.52,18.17,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,8818461,8414228
17017,"NALIN KUMAR KATEEL","Karnataka",17,1,"M","BJP","DAKSHINA KANNADA",49.16,3.98,1,17017,"NALIN KUMAR KATEEL",17,1,"BJP","DAKSHINA KANNADA",53.23,11.9,0,0,2701279,2750000
17017,"JANARDHANA POOJARY","Karnataka",17,2,"M","INC","DAKSHINA KANNADA",45.18,43.37,1,17017,"JANARDHANA POOJARY",17,2,"INC","DAKSHINA KANNADA",41.33,39.07,1,0,1202578,2600000
17018,"JANARDHANA SWAMY","Karnataka",18,1,"M","BJP","CHITRADURGA",44.37,16.22,1,17018,"JANARDHANA SWAMY",18,2,"BJP","CHITRADURGA",33.4,14.97,0,0,6836000,1.6e+07
17018,"DR. B THIPPESWAMY","Karnataka",18,2,"M","INC","CHITRADURGA",28.15,10.67,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,898000,NA
17019,"G.S. BASAVARAJ","Karnataka",19,1,"M","BJP","TUMKUR",36.79,2.38,1,17019,"G.S.BASAVARAJ",19,2,"BJP","TUMKUR",32.3,8.82,1,0,2078219,NA
17019,"MUDDAHANUMEGOWDA S.P.","Karnataka",19,2,"M","JD(S)","TUMKUR",34.41,14.66,1,17019,"MUDDAHANUMEGOWDA.S.P.",19,1,"INC","TUMKUR",39.03,6.72,0,0,1022116,NA
17020,"N CHELUVARAYA SWAMY @ SWAMYGOWDA","Karnataka",20,1,"M","JD(S)","MANDYA",37.26,2.28,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6785704,43900000
17020,"M H AMBAREESH","Karnataka",20,2,"M","INC","MANDYA",34.99,20.94,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15200000,14600000
17021,"ADAGUR H VISHWANATH","Karnataka",21,1,"M","INC","MYSORE",36.43,0.79,1,17021,"ADAGOORU H VISHWANATH",21,2,"INC","MYSORE",40.73,28.78,1,0,1410972,26900000
17021,"C.H.VIJAYASHANKAR","Karnataka",21,2,"M","BJP","MYSORE",35.64,13.43,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1993189,15500000
17021,"B.A.JIVIJAYA","Karnataka",21,3,"M","JD(S)","MYSORE",22.21,20.17,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5279017,25600000
17022,"R.DHRUVANARAYANA","Karnataka",22,1,"M","INC","CHAMARAJANAGAR",38,0.41,1,17022,"R. DHRUVANARAYANA",22,1,"INC","CHAMARAJANAGAR",50.11,12.46,1,0,5436443,11300000
17022,"A.R.KRISHNAMURTHY","Karnataka",22,2,"M","BJP","CHAMARAJANAGAR",37.59,26.61,1,17022,"A. R. KRISHNA MURTHY",22,2,"BJP","CHAMARAJANAGAR",37.65,32.47,0,0,311000,14900000
17023,"H.D.KUMARASWAMY","Karnataka",23,1,"M","JD(S)","BANGALORE RURAL",44.73,11.81,1,17027,"H D KUMARA SWAMY",27,3,"JD(S)","CHIKKBALLAPUR",27.42,25.35,0,1,2.83e+08,NA
17023,"C. P. YOGEESHWARA","Karnataka",23,2,"M","BJP","BANGALORE RURAL",32.92,15.43,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6865840,NA
17024,"D. B. CHANDRE GOWDA","Karnataka",24,1,"M","BJP","BANGALORE NORTH",45.22,5.96,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2015749,18800000
17024,"C. K. JAFFER SHARIEF","Karnataka",24,2,"M","INC","BANGALORE NORTH",39.26,28.18,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,30600000,1.33e+08
17025,"P. C. MOHAN","Karnataka",25,1,"M","BJP","BANGALORE CENTRAL",40.16,4.16,1,17025,"P.C. MOHAN",25,1,"BJP","BANGALORE CENTRAL",51.85,12.8,0,0,36300000,18400000
17025,"H.T.SANGLIANA","Karnataka",25,2,"M","INC","BANGALORE CENTRAL",36,16.81,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38900000,23900000
17026,"ANANTH KUMAR","Karnataka",26,1,"M","BJP","BANGALORE SOUTH",48.2,4.14,1,17026,"ANANTH KUMAR",26,1,"BJP","BANGALORE SOUTH",56.91,20.52,1,0,913504,NA
17026,"KRISHNA BYRE GOWDA","Karnataka",26,2,"M","INC","BANGALORE SOUTH",44.06,40.76,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2816420,NA
17027,"M.VEERAPPA MOILY","Karnataka",27,1,"M","INC","CHIKKBALLAPUR",39.9,5.25,1,17027,"M VEERAPPA MOILY",27,1,"INC","CHIKKBALLAPUR",33.63,0.75,1,0,5376496,2.4e+07
17027,"C.ASWATHANARAYANA","Karnataka",27,2,"M","BJP","CHIKKBALLAPUR",34.65,15.64,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.78e+08,2.88e+08
17028,"K.H.MUNIYAPPA","Karnataka",28,1,"M","INC","KOLAR",37.18,2.48,1,17028,"K.H.MUNIYAPPA",28,1,"INC","KOLAR",37.16,4.24,1,0,15100000,NA
17028,"D.S.VEERAIAH","Karnataka",28,2,"M","BJP","KOLAR",34.7,13.14,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3279200,NA
17028,"G.CHANDRANNA","Karnataka",28,3,"M","JD(S)","KOLAR",21.56,20.77,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2696750,NA
1801,"P KARUNAKARAN","Kerala",1,1,"M","CPM","KASARAGOD",45.51,7.61,1,1801,"P KARUNAKARAN",1,1,"CPM","KASARAGOD",39.52,0.71,1,0,163245,17700000
1801,"SHAHIDA KAMAL","Kerala",1,2,"F","INC","KASARAGOD",37.91,23.09,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33000,1
1802,"K. SUDHAKARAN","Kerala",2,1,"M","INC","KANNUR",50.11,5,1,1802,"K SUDHAKARAN",2,2,"INC","KANNUR",44.46,39,1,1,2019138,5250000
1802,"K.K RAGESH","Kerala",2,2,"M","CPM","KANNUR",45.12,41.98,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,475000
1803,"MULLAPPALLY RAMACHANDRAN","Kerala",3,1,"M","INC","VADAKARA",48.82,6.51,1,1803,"MULLAPPALLY RAMACHANDRAN",3,1,"INC","VADAKARA",43.41,0.34,1,0,1811300,1395000
1803,"ADV. P. SATHEEDEVI","Kerala",3,2,"F","CPM","VADAKARA",42.31,37.63,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,673782,920000
1804,"M.I. SHANAVAS","Kerala",4,1,"M","INC","WAYANAD",49.86,18.63,1,1804,"M I SHANAVAS",4,1,"INC","WAYANAD",41.21,2.28,1,0,524424,23400000
1804,"ADVOCATE. M. RAHMATHULLA","Kerala",4,2,"M","CPI","WAYANAD",31.23,19.13,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,238047,2500000
1805,"M.K. RAGHAVAN","Kerala",5,1,"M","INC","KOZHIKODE",42.92,0.11,1,1805,"M .K RAGHAVAN",5,1,"INC","KOZHIKODE",42.16,1.79,0,0,184694,1200000
1805,"ADV. P.A. MOHAMED RIYAS","Kerala",5,2,"M","CPM","KOZHIKODE",42.81,31.56,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,13000,NA
1806,"E. AHAMED","Kerala",6,1,"M","MUL","MALAPPURAM",54.64,14.76,1,1806,"E. AHAMED",6,1,"IUML","MALAPPURAM",51.29,22.82,1,0,2487779,3600000
1806,"T.K. HAMZA","Kerala",6,2,"M","CPM","MALAPPURAM",39.88,35.28,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1371270,7e+06
1807,"E.T. MUHAMMED BASHEER","Kerala",7,1,"M","MUL","PONNANI",50.14,10.75,1,1807,"E. T. MOHAMMED BASHEER",7,1,"IUML","PONNANI",43.43,2.92,0,0,NA,NA
1807,"Dr. HUSSAIN RANDATHANI","Kerala",7,2,"M","IND","PONNANI",39.4,31.9,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,578108,2700000
1808,"M.B. RAJESH","Kerala",8,1,"M","CPM","PALAKKAD",42.81,0.23,1,1808,"M B RAJESH",8,1,"CPM","PALAKKAD",45.36,11.57,1,1,205959,375000
1808,"SATHEESAN PACHENI","Kerala",8,2,"M","INC","PALAKKAD",42.58,33.87,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,90757,234000
1809,"P.K BIJU","Kerala",9,1,"M","CPM","ALATHUR",46.75,2.53,1,1809,"P.K.BIJU",9,1,"CPM","ALATHUR",44.41,4.02,1,0,211000,4e+05
1809,"N.K SUDHEER","Kerala",9,2,"M","INC","ALATHUR",44.22,37.72,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,363219,1500000
18010,"P C CHACKO","Kerala",10,1,"M","INC","THRISSUR",47.23,3.08,1,18011,"P C CHACKO",11,2,"INC","CHALAKUDY",38.98,28.47,0,0,4349192,NA
18010,"C N JAYADEVAN","Kerala",10,2,"M","CPI","THRISSUR",44.14,37.44,1,18010,"C. N. JAYADEVAN",10,1,"CPI","THRISSUR",42.28,4.15,0,0,750500,3960000
18011,"K.P. DHANAPALAN","Kerala",11,1,"M","INC","CHALAKUDY",50.33,9.04,1,18010,"K. P. DHANAPALAN",10,2,"INC","THRISSUR",38.13,26.97,0,0,164364,2750000
18011,"ADV. U.P JOSEPH","Kerala",11,2,"M","CPM","CHALAKUDY",41.29,35.57,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2267434,6415000
18012,"PROF. K V THOMAS","Kerala",12,1,"M","INC","ERNAKULAM",46.03,1.58,1,18012,"PROF. K.V. THOMAS",12,1,"INC","ERNAKULAM",41.59,10.23,1,0,10300000,4698059
18012,"SINDHU JOY","Kerala",12,2,"F","CPM","ERNAKULAM",44.44,37.33,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1237000,NA
18013,"ADV. P.T THOMAS","Kerala",13,1,"M","INC","IDUKKI",51.98,9.52,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,704094,3300000
18013,"ADV. K. FRANCIS GEORGE","Kerala",13,2,"M","KEC","IDUKKI",42.46,38.87,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1704198,28600000
18014,"JOSE K.MANI (KARINGOZHECKAL)","Kerala",14,1,"M","KEC(M)","KOTTAYAM",50.13,8.86,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2657879,6993850
18014,"ADV. SURESH KURUP","Kerala",14,2,"M","CPM","KOTTAYAM",41.27,36.64,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,190000,3500000
18015,"K.C VENUGOPAL","Kerala",15,1,"M","INC","ALAPPUZHA",51.62,6.35,1,18015,"K C VENUGOPAL",15,1,"INC","ALAPPUZHA",46.37,1.95,1,0,433704,3100000
18015,"DR. K.S MANOJ","Kerala",15,2,"M","CPM","ALAPPUZHA",45.27,43.1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,890185,425000
18016,"KODIKKUNNIL SURESH","Kerala",16,1,"M","INC","MAVELIKKARA",49.42,5.98,1,18016,"KODIKUNNIL SURESH",16,1,"INC","MAVELIKKARA",45.26,3.68,1,0,258497,1394250
18016,"R.S ANIL","Kerala",16,2,"M","CPI","MAVELIKKARA",43.44,38.34,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,484225,NA
18017,"ANTO ANTONY PUNNATHANIYIL","Kerala",17,1,"M","INC","PATHANAMTHITTA",51.21,13.95,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,962635,461568
18017,"ADV.K.ANANTHA GOPAN","Kerala",17,2,"M","CPM","PATHANAMTHITTA",37.26,30.2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,795526,2375000
18018,"N.PEETHAMBARAKURUP","Kerala",18,1,"M","INC","KOLLAM",47.52,2.33,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,255132,2555000
18018,"P.RAJENDRAN","Kerala",18,2,"M","CPM","KOLLAM",45.19,40.79,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,412008,2775000
18019,"ADV. A SAMPATH","Kerala",19,1,"M","CPM","ATTINGAL",45.37,2.54,1,18019,"DR.A .SAMPATH",19,1,"CPM","ATTINGAL",45.67,8.07,1,0,849000,8150000
18019,"PROF.G BALACHANDRAN","Kerala",19,2,"M","INC","ATTINGAL",42.83,36.25,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,118310,1600000
18020,"SHASHI THAROOR","Kerala",20,1,"M","INC","THIRUVANANTHAPURAM",44.29,13.56,1,18020,"DR. SHASHI THAROOR",20,1,"INC","THIRUVANANTHAPURAM",34.1,1.77,1,0,2e+08,12700000
18020,"ADV. P RAMACHANDRAN NAIR","Kerala",20,2,"M","CPI","THIRUVANANTHAPURAM",30.74,19.05,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,135292,2022000
1901,"HAMDULLAH SAYEED","Lakshadweep",1,1,"M","INC","LAKSHADWEEP",51.88,5.56,1,1901,"HAMDULLAH SAYEED",1,2,"INC","LAKSHADWEEP",46.56,45.43,1,0,591624,NA
1901,"DR. POOKUNHIKOYA","Lakshadweep",1,2,"M","NCP","LAKSHADWEEP",46.32,45.13,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,985731,NA
2001,"NARENDRA SINGH TOMAR","Madhya_Pradesh",1,1,"M","BJP","MORENA",42.3,14.21,1,2003,"NARENDRA SINGH TOMAR",3,1,"BJP","GWALIOR",44.69,3,0,0,3182942,2300000
2001,"RAMNIWAS RAWAT","Madhya_Pradesh",1,2,"M","INC","MORENA",28.09,8.1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2350140,5300000
2002,"ASHOK ARGAL","Madhya_Pradesh",2,1,"M","BJP","BHIND",43.41,3.61,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3653485,4144180
2002,"DR. BHAGIRATH PRASAD","Madhya_Pradesh",2,2,"M","INC","BHIND",39.8,28.19,1,2002,"DR. BHAGIRATH PRASAD",2,1,"BJP","BHIND",55.48,21.94,1,0,3645761,14300000
2003,"YASHODHARA RAJE SCINDIA","Madhya_Pradesh",3,1,"F","BJP","GWALIOR",43.19,4.55,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18300000,NA
2003,"ASHOK SINGH","Madhya_Pradesh",3,2,"M","INC","GWALIOR",38.64,25.55,1,2003,"ASHOK SINGH",3,2,"INC","GWALIOR",41.69,34.81,0,0,10500000,1.25e+08
2004,"JYOTIRADITYA MADHAVRAO SCINDIA","Madhya_Pradesh",4,1,"M","INC","GUNA",63.6,38.43,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,18100000,1.26e+08
2004,"DR.NAROTTAM MISHRA","Madhya_Pradesh",4,2,"M","BJP","GUNA",25.17,20.68,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,844949,5652000
2005,"BHUPENDRA SINGH","Madhya_Pradesh",5,1,"M","BJP","SAGAR",56.8,23,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,865081,1.5e+07
2005,"ASLAM SHER KHAN","Madhya_Pradesh",5,2,"M","INC","SAGAR",33.8,31.57,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5728554,9794500
2006,"VIRENDRA KUMAR","Madhya_Pradesh",6,1,"M","BJP","TIKAMGARH",38.1,7.97,1,2006,"DR. VIRENDRA KUMAR",6,1,"BJP","TIKAMGARH",55.2,27.24,1,0,2321476,1030000
2006,"AHIRWAR VRINDAVAN","Madhya_Pradesh",6,2,"M","INC","TIKAMGARH",30.13,14.78,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,80000,1e+05
2007,"SHIVRAJ BHAIYA","Madhya_Pradesh",7,1,"M","BJP","DAMOH",50.52,11.83,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1417122,645000
2007,"CHANDRABHAN BHAIYA","Madhya_Pradesh",7,2,"M","INC","DAMOH",38.69,37.38,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7084964,NA
2008,"JEETENDRA SINGH BUNDELA","Madhya_Pradesh",8,1,"M","BJP","KHAJURAHO",39.34,4.86,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2568532,8631000
2008,"RAJA PATERYA","Madhya_Pradesh",8,2,"M","INC","KHAJURAHO",34.48,21.25,1,2008,"RAJA PATERIA",8,2,"INC","KHAJURAHO",26.01,19.11,0,0,1236711,14200000
2009,"GANESH SINGH","Madhya_Pradesh",9,1,"M","BJP","SATNA",29.51,0.67,1,2009,"GANESH SINGH",9,1,"BJP","SATNA",41.08,0.95,1,1,6597032,2475000
2009,"SUKHLAL KUSHWAHA","Madhya_Pradesh",9,2,"M","BSP","SATNA",28.84,9.08,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2345000,3800000
20010,"DEORAJ SINGH PATEL","Madhya_Pradesh",10,1,"M","BSP","REWA",28.49,0.67,1,20010,"DEORAJ SINGH PATEL",10,3,"BSP","REWA",21.15,19.87,1,0,1.3e+07,18300000
20010,"SUNDER LAL TIWARI","Madhya_Pradesh",10,2,"M","INC","REWA",27.83,8.56,1,20010,"SUNDERLAL TIWARI",10,2,"INC","REWA",25.85,4.7,0,0,1679358,NA
20011,"GOVIND PRASAD MISHRA","Madhya_Pradesh",11,1,"M","BJP","SIDHI",40.09,6.77,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,687424,4500000
20011,"INDRAJEET KUMAR","Madhya_Pradesh",11,2,"M","INC","SIDHI",33.32,23.41,1,20011,"INDRAJEET KUMAR",11,2,"INC","SIDHI",37.16,33.18,0,0,2454152,10900000
20012,"RAJESH NANDINI SINGH","Madhya_Pradesh",12,1,"F","INC","SHAHDOL",41.86,2.13,1,20012,"RAJES NANDINI SINGH",12,2,"INC","SHAHDOL",29.34,26.48,0,0,3645000,5200000
20012,"NARENDRA SINGH MARAVI","Madhya_Pradesh",12,2,"M","BJP","SHAHDOL",39.73,34.8,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,914133,450000
20013,"RAKESH SINGH","Madhya_Pradesh",13,1,"M","BJP","JABALPUR",54.29,16.73,1,20013,"RAKESH SINGH",13,1,"BJP","JABALPUR",56.34,20.82,0,0,3335599,6413500
20013,"ADVOCATE RAMESHWAR NEEKHRA","Madhya_Pradesh",13,2,"M","INC","JABALPUR",37.56,34.23,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1942650,22900000
20014,"BASORI SINGH MASRAM","Madhya_Pradesh",14,1,"M","INC","MANDLA",45.5,7.57,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1071178,2450000
20014,"FAGGAN SINGH KULASTE","Madhya_Pradesh",14,2,"M","BJP","MANDLA",37.94,35.07,1,20014,"FAGGAN SINGH KULASTE",14,1,"BJP","MANDLA",48.07,9.07,1,0,5998112,3300000
20015,"K. D. DESHMUKH","Madhya_Pradesh",15,1,"M","BJP","BALAGHAT",39.65,5.4,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2493596,3600000
20015,"VISHVESHWAR BHAGAT","Madhya_Pradesh",15,2,"M","INC","BALAGHAT",34.25,27.8,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10500000,22700000
20016,"KAMAL NATH","Madhya_Pradesh",16,1,"M","INC","CHHINDWARA",49.41,14.62,1,20016,"KAMAL NATH",16,1,"INC","CHHINDWARA",50.54,10.52,0,0,NA,NA
20016,"MAROT RAO KHAVASE","Madhya_Pradesh",16,2,"M","BJP","CHHINDWARA",34.79,31.48,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1630000,4550000
20017,"UDAY PRATAP SINGH","Madhya_Pradesh",17,1,"M","INC","HOSHANGABAD",47.73,2.71,1,20017,"UDAY PRATAP SINGH",17,1,"BJP","HOSHANGABAD",64.89,37.82,0,0,15200000,28800000
20017,"RAMPAL SINGH","Madhya_Pradesh",17,2,"M","BJP","HOSHANGABAD",45.03,43.15,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3547768,9800000
20018,"SUSHMA SWARAJ","Madhya_Pradesh",18,1,"F","BJP","VIDISHA",78.8,70.1,1,20018,"SUSHMA SWARAJ",18,1,"BJP","VIDISHA",66.55,38.26,1,0,34900000,38600000
20019,"KAILASH JOSHI","Madhya_Pradesh",19,1,"M","BJP","BHOPAL",50.95,9.89,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3085924,2800000
20019,"SURENDRA SINGH THAKUR","Madhya_Pradesh",19,2,"M","INC","BHOPAL",41.06,38.23,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1750000,9050000
20020,"NARAYANSINGH AMLABE","Madhya_Pradesh",20,1,"M","INC","RAJGARH",49.11,3.75,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,860493,NA
